id,content,choices
18500,体温上昇時に起こりやすい反応は？,"発汗増加,悪寒,筋収縮増加,震え"
18501,悪寒時にみられる反応は？,"筋の震え,発汗増加,皮膚血管拡張,脈拍低下"
18502,恒常性維持に関与する神経は？,"自律神経,運動神経,感覚神経,脳神経のみ"
18666,股関節伸展に働く筋は？,"大臀筋,腸腰筋,中臀筋,縫工筋"
18667,足関節背屈の主動作筋は？,"前脛骨筋,ヒラメ筋,腓腹筋,長腓骨筋"
18669,肩関節外旋に働く筋は？,"棘下筋,大胸筋,広背筋,肩甲下筋"
18670,股関節外転の主動作筋は？,"中臀筋,大臀筋,内転筋群,大腿直筋"
18672,足関節底屈の主動作筋は？,"腓腹筋,前脛骨筋,長趾伸筋,長母趾伸筋"
18673,前腕回内に働く筋は？,"円回内筋,上腕二頭筋,腕橈骨筋,回外筋"
18674,前腕回外に働く筋は？,"上腕二頭筋,円回内筋,方形回内筋,尺側手根屈筋"
18675,肩甲骨挙上に働く筋は？,"僧帽筋上部,前鋸筋,小胸筋,大円筋"
18676,肩甲骨外転に働く筋は？,"前鋸筋,菱形筋,僧帽筋中部,肩甲挙筋"
18677,股関節屈曲の主動作筋は？,"腸腰筋,大臀筋,大腿二頭筋,中臀筋"
18678,肩関節屈曲の正常ROMは？,"180°,90°,45°,60°"
18679,肩関節外転の正常ROMは？,"180°,120°,90°,60°"
18680,肘関節屈曲の正常ROMは？,"145°,90°,180°,70°"
18681,肘関節伸展の正常ROMは？,"0°,30°,45°,90°"
18682,股関節屈曲の正常ROMは？,"125°,45°,60°,90°"
18683,股関節伸展の正常ROMは？,"15°,90°,45°,120°"
18687,前腕回内の正常ROMは？,"90°,45°,20°,120°"
18688,前腕回外の正常ROMは？,"90°,30°,180°,60°"
18690,肩関節外旋の正常ROMは？,"60°,20°,180°,120°"
18691,肩関節内旋の正常ROMは？,"80°,20°,45°,120°"
18692,股関節外転の正常ROMは？,"45°,10°,90°,120°"
18700,三角筋中部の主な作用は？,"肩関節外転,肩関節内転,肘関節屈曲,前腕回内"
18703,棘下筋の主な作用は？,"肩関節外旋,肩関節内旋,肩関節屈曲,肘関節屈曲"
18704,肩甲下筋の主な作用は？,"肩関節内旋,肩関節外旋,肩関節伸展,手関節屈曲"
18706,僧帽筋上部の主な作用は？,"肩甲骨挙上,肩甲骨下制,肩関節屈曲,股関節外転"
18709,中臀筋麻痺でみられる歩行は？,"トレンデレンブルグ歩行,鶏歩,失調性歩行,痙性歩行"
18710,下垂足でみられる歩行は？,"鶏歩,小刻み歩行,分回し歩行,失調性歩行"
18711,片麻痺患者でみられる歩行は？,"分回し歩行,小刻み歩行,動揺性歩行,鶏歩"
18712,小脳障害でみられる歩行は？,"失調性歩行,鶏歩,分回し歩行,痙性歩行"
18713,歩行周期で両脚が接地している時期は？,"両脚支持期,立脚中期,遊脚期,立脚終期"
18715,正常歩行で遊脚期は何％程度か？,"40%,60%,20%,80%"
18717,立脚後期で主に働く筋は？,"腓腹筋,前脛骨筋,上腕二頭筋,中臀筋"
18718,歩行速度低下が特徴なのは？,"パーキンソン病,小脳失調,下垂足,トレンデレンブルグ歩行"
18719,股関節外転筋が重要となる歩行時期は？,"片脚支持期,遊脚期,両脚支持期,加速期"
18720,痙性歩行でみられやすい特徴は？,"下肢伸展位,膝折れ,下垂足,体幹前屈"
18721,歩行時の推進力に重要な筋は？,"下腿三頭筋,前脛骨筋,上腕三頭筋,腹直筋"
18722,歩行時に骨盤の水平保持を行う筋は？,"中臀筋,大臀筋,大腿四頭筋,前脛骨筋"
18723,猫背姿勢で増強しやすい脊柱弯曲は？,"胸椎後弯,腰椎前弯,頸椎前弯,側弯"
18724,正常立位で重心線が通る部位は？,"耳垂,肩峰後方,踵後方,膝蓋骨前方"
18726,骨盤後傾で短縮しやすい筋は？,"ハムストリングス,腸腰筋,脊柱起立筋,大腿直筋"
18729,側弯症でみられる変形は？,"脊柱側方弯曲,脊柱前弯増強,骨盤後傾,膝反張"
18733,姿勢反射に関与する中枢は？,"小脳,側頭葉,後頭葉,海馬"
18734,立位バランスで重要な感覚は？,"深部感覚,味覚,嗅覚,痛覚のみ"
18735,円背姿勢で短縮しやすい筋は？,"大胸筋,僧帽筋下部,脊柱起立筋,中臀筋"
18736,片脚立位で骨盤保持に重要な筋は？,"中臀筋,大腿四頭筋,前脛骨筋,大胸筋"
18738,てこの支点となる部位は？,"関節,筋肉,靭帯,神経"
18742,滑車のように働く骨は？,"膝蓋骨,大腿骨,上腕骨,肩甲骨"
18743,筋力と力点の距離の積を何という？,"モーメント,支持基底面,重心,反作用"
18744,床反力が最も関係する動作は？,"歩行,嚥下,視覚,発声"
18746,第1のてこの例は？,"頸部伸展,肘屈曲,足関節底屈,握力"
18747,第2のてこの例は？,"つま先立ち,肘屈曲,頸部屈曲,肩外転"
18748,第3のてこの例は？,"肘関節屈曲,つま先立ち,頸部伸展,片脚立位"
18750,歩行時に前方推進力を生む主な要素は？,"床反力,視覚,聴覚,皮膚感覚"
18752,摩擦力が増えるとどうなる？,"滑りにくくなる,滑りやすくなる,重心が下がる,支持基底面が狭くなる"
18754,歩行立脚期で重要な筋は？,"中臀筋,上腕二頭筋,前鋸筋,円回内筋"
18756,歩行時の踵接地で重要な筋は？,"前脛骨筋,腓腹筋,大胸筋,大臀筋"
18758,片脚立位で重要な筋は？,"中臀筋,大胸筋,上腕三頭筋,腹直筋"
18759,しゃがみ込み動作で重要な関節運動は？,"膝関節屈曲,肩関節伸展,前腕回外,頸部伸展"
18761,座位保持で重要な筋は？,"脊柱起立筋,上腕二頭筋,大胸筋,腓腹筋"
18762,歩行分析で観察する項目は？,"歩幅,血糖値,視力,聴力"
18764,立位バランス保持で重要な感覚は？,"深部感覚,味覚,嗅覚,聴覚のみ"
18766,歩行時の骨盤安定化に関与する筋は？,"中臀筋,上腕三頭筋,大胸筋,前鋸筋"
18767,椅子からの立ち上がりで前方移動する部位は？,"重心,肩甲骨,肘関節,足関節"
18908,肩関節屈曲の参考可動域は？,"180°,90°,45°,60°"
18909,肩関節屈曲の基本軸は？,"肩峰,上腕骨,体幹,肘頭"
18910,肩関節屈曲の移動軸は？,"上腕骨,肩峰,胸骨,前腕"
18911,肩関節外転の参考可動域は？,"180°,120°,90°,45°"
18912,肩関節外転の基本軸は？,"肩峰,肘頭,上腕骨,胸骨"
18913,肩関節外転の移動軸は？,"上腕骨,肩峰,体幹,尺骨"
18914,肘関節屈曲の参考可動域は？,"145°,90°,180°,60°"
18915,肘関節屈曲の基本軸は？,"上腕骨外側上顆,肩峰,橈骨頭,尺骨茎状突起"
18916,肘関節屈曲の移動軸は？,"橈骨,上腕骨,肩峰,尺骨"
18917,前腕回内の参考可動域は？,"90°,45°,20°,180°"
18918,前腕回内の基本軸は？,"尺骨,橈骨,上腕骨,肩峰"
18919,前腕回内の移動軸は？,"橈骨,尺骨,上腕骨,前腕中央"
18920,股関節屈曲の参考可動域は？,"125°,45°,180°,20°"
18921,股関節屈曲の基本軸は？,"大転子,肩峰,膝蓋骨,上前腸骨棘"
18922,股関節屈曲の移動軸は？,"大腿骨,骨盤,脊柱,下腿"
18923,股関節外転の参考可動域は？,"45°,90°,20°,180°"
18924,股関節外転の基本軸は？,"上前腸骨棘,大転子,膝蓋骨,肩峰"
18925,股関節外転の移動軸は？,"大腿骨中央,脊柱,下腿中央,腓骨"
18936,肩関節内旋の参考可動域は？,"80°,20°,45°,180°"
18937,肩関節外旋の参考可動域は？,"60°,20°,180°,125°"
18968,肩関節の外転に関与する筋は？,"三角筋,棘上筋,広背筋,大胸筋"
18969,膝関節の伸展に関与する筋は？,"大腿四頭筋,ハムストリングス,腓腹筋,前脛骨筋"
18970,心拍数を上げるのは？,"交感神経,副交感神経,迷走神経,脊髄神経"
18974,呼吸中枢があるのは？,"延髄,中脳,小脳,視床"
18976,立位保持に重要な筋は？,"脊柱起立筋,腹直筋,広背筋,大胸筋"
18977,酸素運搬するのは？,"ヘモグロビン,白血球,血小板,リンパ球"
18978,血圧を上げるのは？,"交感神経,副交感神経,迷走神経,視床"
18979,股関節外転に関与する筋は？,"中殿筋,大腿四頭筋,腸腰筋,大胸筋"
18980,赤血球の役割は？,"酸素運搬,免疫,止血,消化"
